Unnamed: 0,logpred
14282777,4.486786622272037
17029381,4.645316631820869
7824740,5.136859824279928
19811650,4.719731485972668
12410741,5.305217413973587
19589738,5.436897790766421
15470255,4.675201699807733
6128434,4.438174622916787
18358465,4.235393753014238
8760362,4.189064531029474
11755946,4.0515836340452305
8327302,4.6515340842584605
13884363,4.306767992905466
6103273,4.589387760070075
18724232,5.399831524927871
19086978,5.259864510808796
6834210,4.270389637137863
9013556,3.9779689310659285
11759260,4.1715504711172615
8382187,4.276798468678293
1840445,4.23498234883974
15202859,4.756296110949198
18361399,4.748178595266098
17881079,4.370065722586955
16227150,5.53540712576926
9770459,4.566495992429832
4341518,4.43747932778253
10516580,4.699588342846345
16416474,4.84762551206161
5085892,5.123060510148823
13697587,4.431005776691609
12158766,4.250278855774379
5386312,4.670617010223739
17692345,5.0226102592369735
16026765,4.837264401882751
18505615,4.260824925802514
2262885,4.258835447431138
16674812,4.638830085304317
1628130,4.129911019974007
15379798,4.284000717422461
20173503,4.825862527922237
21173342,4.778599047993364
10019796,3.8750145065381467
13116069,4.822821503596131
16245464,4.365642753345316
2298801,4.006954037987117
884803,4.112217549442807
16480090,4.571184821121978
9855805,4.337509640479335
11407704,4.142957179589482
15572980,4.669155427060288
8457785,4.16265942376448
4115403,4.662016528653584
10138784,4.226421562660599
16592678,4.61647997525716
7194843,4.497615995398326
20754111,4.367822337680733
19808904,4.350761915507444
16240085,4.535965028146757
16390897,4.8183421808926115
15217021,4.69480446597132
2899177,4.275141463652709
823880,3.5863867986793196
17960485,4.379639390309539
37197,4.757341494589369
17843177,4.74590464843055
20872950,4.878679489215817
12028495,4.909207655516804
14824136,4.817272309617701
5084563,4.065876803767871
9168809,4.325188977094886
16490010,4.400619060102186
752084,4.347410224975706
1391683,3.939441298727861
13862932,4.291614820581288
18969917,4.358322264216377
2536255,4.017121188061259
7401453,4.150869964597341
8048838,4.225773123723517
17094930,4.831342631746164
1213652,5.143568154994549
18650533,5.533606892022189
18428776,4.366564014984733
3497750,4.235631681395811
12784763,4.693461157633157
10166945,3.7784999681373335
17024368,4.341877198278485
10550345,4.692423207720782
12135309,4.706026115173261
17845579,5.0580334202617445
17887871,4.673910639500809
20310828,4.714259190716603
16367772,4.851689452301111
14007277,5.080124845106455
10187948,4.347744331517472
1979502,4.648114270513164
4025466,4.760844593237916
7010681,4.627907469739925
2210088,4.730759308410266
16487475,4.451514927908494
7132520,4.747337550804271
6329731,4.2137255519682375
16633430,5.016004123621837
1586489,3.8554037893248205
14556587,3.93046285223797
20332537,4.878069628227426
19504228,4.459750855043114
7124926,4.004165449676397
724656,3.994843835310247
17857598,3.780867999829204
7198878,4.333046173661556
1954429,3.936881008301163
17552926,4.9341446983869455
18947464,4.884802885379588
555596,4.459092056354362
8687518,3.957890801123944
2754975,4.285872317548758
15591048,4.3703809167067345
68403,3.9833119795622265
16123133,4.651771685301298
16545677,3.8363646060544285
9909328,4.669553128907157
9372609,4.772232830538364
15507297,5.12620404590745
3104839,3.630210153819423
5628808,4.570303391829162
10043483,4.147431404437246
13882820,4.670785304955234
5804060,4.524713504132442
13880330,5.1571336133519114
16515346,3.852274234042826
9734018,3.993540637918023
13343870,4.667028166554073
10102418,4.095786764119638
20903084,4.711189290005288
17642625,4.651244680128439
12547180,4.593167452508613
15509545,5.13800489990021
253466,3.945657476418664
13223336,4.313043913779893
17152842,4.728719407581605
8411226,3.960126397526378
16234017,4.833238131165663
2627940,5.16644339879803
13669161,4.78041583739444
20933293,4.920597207981781
7930895,4.030731585616064
16812656,5.067704747480695
13031184,4.236195803071391
476919,4.073473731455983
20729133,4.411348552903014
15755492,4.311570212787581
16707888,4.429704928829154
3466620,3.5284385089148578
17498442,4.690247074093935
12364198,4.375299176529079
15942888,4.797766715185141
20969932,4.395034650258468
11363122,4.229986354883894
18667247,4.752109634530296
10672015,4.169310020837538
12008897,4.596707816910675
10230060,4.154675061996236
12630408,5.038943117074314
14186084,4.516456524215947
16160310,4.321319124240017
3454343,3.860034164345621
6135485,4.616766523342102
12544280,4.91190317413874
13276066,4.768916947458462
2503128,4.178618325815412
3717427,4.310723636125496
16441864,4.595566212005032
10058134,4.198974380737918
13346431,4.247870799489272
15740950,4.2201228733034215
13080618,5.161089109155406
17865806,4.394348304019112
19777573,4.876253919900483
11064084,4.794407536694784
8850423,4.543843320226185
7472068,5.171635943712479
10779412,4.662165252834962
331450,4.762212585560857
9347680,4.329321625447934
12955368,4.428392657515132
12231352,4.314346618731165
16004577,4.630401565801106
7311059,4.615906936899358
4663928,4.032083411240513
376559,4.584673624031659
13591611,4.893476273065287
